alert_key,date,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,debit,credit,tx_type1,tx_type2,tx_type3,n_cross_bank,cross_bank,n_ATM,ATM,amt
201998,67,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,309507.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,21737.0
201557,67,0,a10ab33f90926fb18d7bb5e78034d7f04a1fbed95b7951eae08d57158323de9a,3.0,12.0,3247418.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,170.0
201720,67,0,3630c96fd403b9490681b6ac71d740ed770aff22ffee04f3e6173749a1179cb4,3.0,12.0,199423.0,5.0,116.0,1.0,0.0,117.0,0.0,89.0,28.0,2.0,115.0,3431073.0
201693,67,0,d57ec736ba1a7876f828fd9052abca5ecb3414ba373a98d7bdfb55fdf057d749,3.0,15.0,51073.0,4.0,2.0,6.0,1.0,7.0,0.0,8.0,0.0,1.0,7.0,14288.0
201974,67,0,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,1246894.0,4.0,324.0,62.0,0.0,386.0,0.0,73.0,313.0,0.0,386.0,1400159.0
202021,67,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,207488.0,2.0,8.0,3.0,0.0,11.0,0.0,4.0,7.0,0.0,11.0,1246.0
201731,67,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,301537.0,5.0,2.0,8.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,16713.0
201514,67,0,30212863277a31a67509ec98201b2310ac009180e7be948601d78b8f3848d475,1.0,12.0,553853.0,7.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,17309.0
203031,68,0,e0d94702a5bd6db4f550287a73a76de2580a97108e9392b3b9044c0be60e9842,3.0,9.0,83176.0,2.0,6.0,2.0,5.0,3.0,0.0,8.0,0.0,0.0,8.0,10380507.0
202884,68,0,75d3d75506267e8c03152d9194b2cf0c2cb4232c886bf59dd09cf805f8e4afa0,3.0,9.0,687631.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1546.0
203005,68,0,97df701bebd534ec345f26621a7cce70a8645ee8a2ed80585b4f64cca133e25b,1.0,17.0,508710.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,143397.0
202760,68,0,c782d3ff7148a758fb658540ea5c86845ed2745b03c548073f739bd14512b9a0,3.0,19.0,524902.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,332.0
202745,68,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,686522.0,4.0,8.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,8.0,12309.0
202869,68,0,36a2e4fd542ed197666ff96c6ba75224226d094766abf28485db26a454a9027e,3.0,19.0,187260.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,5910.0
202710,68,0,f8da58c35d3230781370773db48a9aaf6e7d4915e73df2976c7d368879524525,1.0,19.0,2058.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1043.0
202865,68,0,d5fca6ea2623f8bdec2dce6f7a2752b1f5a23ca031081ef6eca1db639024e5d1,1.0,14.0,1156.0,5.0,3.0,4.0,0.0,7.0,0.0,6.0,1.0,6.0,1.0,1076390.0
202880,68,0,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1.0,17.0,89794.0,3.0,6.0,5.0,0.0,11.0,0.0,6.0,5.0,6.0,5.0,251779.0
203017,68,0,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3.0,19.0,190891.0,3.0,5.0,2.0,2.0,5.0,0.0,6.0,1.0,0.0,7.0,4274425.0
202878,68,0,36a340a7b16178420c059491e3a9045b123744479d75d1d4e95e3cf1703ca055,3.0,12.0,2556522.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1209.0
202744,68,0,ad6b1847f837b35f80df2df321caded8e51b779df29053c561aa9d6397f59438,1.0,19.0,37096.0,4.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,67875.0
202769,68,0,aabf4335ab5845bfd3dd58588ed6789c47461fd5e19123274d66bd3a1c806712,1.0,19.0,1992324.0,4.0,7.0,8.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,5190569.0
202734,68,0,32522edd46375f45b9c3c7134f1f28f8b14bef20756a64748a1f42ea74bbc4e1,1.0,17.0,1005546.0,4.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,52404.0
202612,68,0,49f147699b45b8587979280e77524e64e6bf94ec3b9d1f3495afdba4b90893bc,1.0,9.0,198305.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,209115.0
203053,68,0,8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,3.0,12.0,94132.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,468505.0
202759,68,0,d9e29fdbed820a3926c21e2dec952f031a898ca50b10c27605ed48478a172d8d,3.0,17.0,1044032.0,4.0,3.0,3.0,1.0,5.0,0.0,3.0,3.0,1.0,5.0,57300.0
202600,68,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,85276.0,4.0,7.0,2.0,2.0,7.0,0.0,7.0,2.0,0.0,9.0,3925683.0
203026,68,0,fcd0b1ba4d76a4b59c694740e0cefe1ccdc4b5f4c05d230e07af6affc0ba4ebc,2.0,19.0,474252.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,158861.0
202762,68,0,099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,1.0,12.0,165906.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,2222685.0
202976,68,0,014e555f692d9a4c693e40cb9c6ff66bdf209510acc7e1c8ab9fb57ef4c1ad01,1.0,9.0,86354.0,6.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1189848.0
202845,68,0,a39fea9aec90969fe66a2b2b4d1b86368a2d38e8b8d4bfeb016d17b16f37a8d8,3.0,12.0,167676.0,3.0,198.0,4.0,0.0,202.0,0.0,157.0,45.0,0.0,202.0,2023767.0
202602,68,0,085b753df57f848f258f8b670859582d90bdea494c1282a4a005886eab88c62d,1.0,17.0,7836166.0,4.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,262725.0
202624,68,0,de8767b968a9a6a2436eccf3c0c1b434472f5678501fb8f9e84c6b03958be36b,3.0,12.0,387783.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,459123.0
203018,68,0,9f60213dd4a1d449074d5ac87bdd24bf3b1576aed0a977b4c509a39c1bda4d54,1.0,5.0,264909.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,447831.0
203007,68,0,c27dd723daf9db93808c51343db6c099a67d8a7734d689dfb8d351e41a9f5d4b,1.0,19.0,9268194.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2257.0
202870,68,0,1537b3c2d98ed144813430dc6417c6d3f519c3cd9a53894566293f14df64e812,1.0,17.0,3480644.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,214296.0
202752,68,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,599636.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,106266.0
202902,68,0,9b6426b3746cb77aa71146a0850448cce1814d7d0994edff05a4f6cfe3a087cf,1.0,19.0,49485.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,3.0,2.0,2577.0
203020,68,0,4528776ff3c7905c8a932d2b822e0d420d7235b94cb63730467da7e91dce11ef,3.0,19.0,44461.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,1084012.0
202875,68,0,3c9e15b67b248792b4823007b96bfd4685341ec950985f69f0244ce2797fd98e,3.0,12.0,321913.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,44246.0
202866,68,0,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,233243.0,4.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,1154502.0
202641,68,0,752c70851471d6d9596ccba6fb773eda76da071c45b795f2714b097b41ec3a7d,1.0,17.0,3045656.0,5.0,4.0,4.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1372282.0
202626,68,0,24e06354711db068cb8c86c0e324b534e29415038f0a28a82d9cb7c72905bca3,3.0,12.0,3306629.0,4.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,30939.0
202632,68,0,afbd5e0e6477159dcec6ac71c40588f84f6a8f3cb52e5dece9967bc0c34b3848,3.0,5.0,0.0,2.0,3.0,2.0,0.0,5.0,0.0,3.0,2.0,0.0,5.0,1698360.0
202694,68,0,9a4ced5e700ce7a2f853979c7075e4fcf2e65d3ed3da605ea1caa239aadfcd1d,1.0,12.0,3881.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12263.0
202889,68,0,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,17.0,217162.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
202996,68,0,e602d984ea6eb7a345990e4cdf8755787af058604fc4f8c14bff40497f78fd76,3.0,19.0,517367.0,5.0,22.0,3.0,0.0,25.0,0.0,7.0,18.0,0.0,25.0,1293976.0
202891,68,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,137715.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2728.0
202749,68,0,5b8520e8836de17944037e47b3cbe8351ce2cdca02b4723d37df9ab9d3b2e9a8,3.0,13.0,48468.0,3.0,5.0,4.0,0.0,9.0,0.0,5.0,4.0,0.0,9.0,957638.0
202768,68,0,18270c5ef2aeb41c888410e4a46ad8cbc3f16b6c07084ce9381da2b636d2a191,3.0,17.0,1153539.0,3.0,8.0,6.0,0.0,14.0,0.0,9.0,5.0,1.0,13.0,8725152.0
202644,68,0,acfafec7fa10cedb5e4ad622949be551695f67aed79d90765af5a2a96d933375,1.0,12.0,94350.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5186.0
202756,68,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,309507.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,7216.0
202607,68,0,cfe795666ff612abc31930bbb80627f4fc8211fab81f051f9615fe4d7f27fd6b,1.0,17.0,9902.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,460151.0
202617,68,0,39ca3b25ccd31919fd22559e1f7f10bed1d22f1b96f13ac8538c677bbc72480e,3.0,14.0,705869.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,264473.0
202729,68,0,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,1246894.0,4.0,307.0,63.0,0.0,370.0,0.0,91.0,279.0,0.0,370.0,1126550.0
202616,68,0,ad69683d3035854d1431d0d485ac1a86c228887e9e239347500fceca327b10f7,1.0,12.0,470999.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
202895,68,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,273900.0,3.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,2.0,3.0,45420.0
203006,68,0,2b78a36b6559aa54faa52a9a179882a3e5117eb02eb9b2573ca70284a48d9a6b,1.0,19.0,49317.0,4.0,4.0,1.0,0.0,5.0,0.0,1.0,4.0,1.0,4.0,164260.0
202609,68,0,4918ef8c57ddbbba9b7695cd75855d042cf60b718a5e89b2ccfd87b7a9f895ae,1.0,19.0,307645.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,287017.0
203002,68,0,9a1b8b6f1e57ba6b7c61bfbd898e9b115c3a8df02819c47947ca76f2c64b1b5d,3.0,9.0,100303.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,342.0
202732,68,0,0d4a17b382c8d0d91db4377920e53ecba9127d879bbb641d0792f6d7ea53c091,1.0,19.0,8227585.0,5.0,16.0,16.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,3923585.0
202712,68,0,f88ff7eedb5f16edbb190f3992d18529186ca77e2661954413204a175d00379c,3.0,12.0,694041.0,6.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,180465.0
202871,68,0,f4501b5e9272986c6d29ece510c25d60c97e9bd798a193f312670207eb669f7c,1.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,68053.0
202631,68,0,947e627e4627599e994598a747dfd11a2a17c1a2d11ada7d4b8c26a79e53b8f1,3.0,12.0,274311.0,4.0,1.0,9.0,0.0,10.0,0.0,10.0,0.0,2.0,8.0,31433.0
202733,68,1,633f0d27c666962a84045d6b2b1f82ca7c721917be03fbbff13e363877ddf6d1,3.0,12.0,214827.0,2.0,3.0,3.0,0.0,6.0,0.0,5.0,1.0,1.0,5.0,166512.0
202757,68,1,eb9dcb6782ec1f2d809103f3c7ca210a71df84cb133b3820083515d3680ddbd6,1.0,19.0,53322.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4766.0
202743,68,0,9174f611f2974031098538fb66922dd3e1e3589cb6ef02746fc1840f1040f617,1.0,17.0,160506.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,257.0
202753,68,0,f0b3d91e15cf35550c89dfbc6fe88787b510e1ade030a4e2e6230d97fc9e6b19,1.0,17.0,128.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,303813.0
202622,68,1,52e20c3fd9f7845479dbbc625587d5d7bfa93ed13628e29707091ac72355cece,1.0,1.0,131121.0,3.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,503326.0
202777,68,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,207488.0,2.0,4.0,3.0,0.0,7.0,0.0,4.0,3.0,0.0,7.0,804.0
202168,69,0,9b6426b3746cb77aa71146a0850448cce1814d7d0994edff05a4f6cfe3a087cf,1.0,19.0,49485.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1013.0
202295,69,0,0d4a17b382c8d0d91db4377920e53ecba9127d879bbb641d0792f6d7ea53c091,1.0,19.0,8227585.0,5.0,27.0,28.0,0.0,55.0,0.0,55.0,0.0,55.0,0.0,22528932.0
202503,69,0,de8767b968a9a6a2436eccf3c0c1b434472f5678501fb8f9e84c6b03958be36b,3.0,12.0,387783.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4321.0
202353,69,0,a98c7b12dca3bb6649172c780b2793a701602345ce4b2194ecb2aa7f9868c34f,3.0,19.0,35942.0,6.0,4.0,6.0,4.0,6.0,0.0,10.0,0.0,0.0,10.0,1628254.0
202152,69,0,75d3d75506267e8c03152d9194b2cf0c2cb4232c886bf59dd09cf805f8e4afa0,3.0,9.0,687631.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,5565.0
202266,69,0,9a1b8b6f1e57ba6b7c61bfbd898e9b115c3a8df02819c47947ca76f2c64b1b5d,3.0,9.0,100303.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,36911.0
202397,69,0,61c7a2a11214c4bf312c8ce5197970bcadf633c73b1d7dff36d0c98ffc585a90,1.0,17.0,47253.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,70080.0
202141,69,0,77dcc81d864d3e9d15dd1fb0b44188b906b7414f3cae562d7fbbad467378fc21,1.0,17.0,0.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,93815.0
202309,69,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,309507.0,3.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,23821.0
202135,69,0,c962e091fc0653f66db8fae6872729fc86a487e4ceb629d3684e5b1353b30c92,1.0,19.0,63878.0,5.0,19.0,1.0,0.0,20.0,0.0,15.0,5.0,1.0,19.0,266031.0
202121,69,0,30212863277a31a67509ec98201b2310ac009180e7be948601d78b8f3848d475,1.0,12.0,553853.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,419.0
202318,69,0,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,82644.0,2.0,3.0,2.0,0.0,5.0,0.0,2.0,3.0,0.0,5.0,3704.0
202158,69,0,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,17.0,868620.0,3.0,3.0,6.0,0.0,9.0,0.0,7.0,2.0,0.0,9.0,2317320.0
202156,69,0,dd146bf32c008dfcb4ddb0b9d8a917196bbebf53e69c333190948c025041522a,3.0,12.0,3150.0,2.0,3.0,1.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,197701.0
202497,69,0,a3f3ab8ef1dc14645641197c93c50af693039cc6f2b879ae5c37b2d3b8dbd8dc,3.0,18.0,1108371.0,4.0,3.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0,81094.0
202350,69,0,44e3d55929f6b5b8951f16bb56fa89f130a83452cca5b3474be7a0033c0cde29,1.0,17.0,1189165.0,5.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,113466.0
202154,69,0,51d6de85a0b66e8bd7d4a52958b03e2f88361b7321afa7f92b3cd432bec3b62c,1.0,11.0,1327552.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,38273.0
202153,69,0,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,17.0,217162.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
202149,69,0,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1.0,17.0,89794.0,3.0,4.0,4.0,0.0,8.0,0.0,3.0,5.0,3.0,5.0,538975.0
202359,69,0,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3.0,19.0,190891.0,3.0,8.0,3.0,1.0,10.0,0.0,7.0,4.0,0.0,11.0,3473687.0
202306,69,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,152957.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,140070.0
202502,69,0,0b772c5cc6cc2b02a79bba795df8edcfac07b81030ac26ee1998738b97221c4e,3.0,17.0,1368151.0,3.0,6.0,7.0,6.0,7.0,0.0,13.0,0.0,0.0,13.0,2487969.0
202507,69,0,0733bdbbd74c7e95f31a3e05278d83a85e3ce6c1c675b6f1ae50965c9b9b5995,1.0,9.0,4329.0,3.0,1.0,9.0,1.0,9.0,0.0,10.0,0.0,0.0,10.0,575850.0
202312,69,0,aabf4335ab5845bfd3dd58588ed6789c47461fd5e19123274d66bd3a1c806712,1.0,19.0,1992324.0,4.0,9.0,14.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,1141855.0
202146,69,1,f06f91dce1690fe466c120a1f8f8b7beb2dc230a6d77157f791f451efead6313,1.0,5.0,100038.0,2.0,3.0,6.0,2.0,7.0,0.0,7.0,2.0,0.0,9.0,191800.0
202142,69,0,c7424815baa4c55e85ec8b4920ecd71dffbd7f92edb08c2bac6ad0598d3f2538,1.0,17.0,44373.0,4.0,5.0,2.0,5.0,2.0,0.0,7.0,0.0,0.0,7.0,152518.0
202500,69,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,600938.0,3.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,17638.0
202487,69,0,085b753df57f848f258f8b670859582d90bdea494c1282a4a005886eab88c62d,1.0,17.0,7836166.0,4.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,4152357.0
202356,69,0,4336f46f78b80f3749537eb2fd43691823bf39389716cb2e8e8fcfbe5aeee3c6,3.0,7.0,517.0,4.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,192612.0
202361,69,0,9917d013200b68b23685b0205bbda2c2d0e8cd5da24e68eb329dd61f40e3bfd0,2.0,4.0,3237897.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,21835.0
202320,69,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,207488.0,2.0,13.0,3.0,0.0,16.0,0.0,4.0,12.0,0.0,16.0,1785.0
202242,69,0,ecb3475f0ba47929aec4d23e9a68b432bcf44599d1ad39fa297e3a85f9fa8fea,1.0,17.0,27182.0,7.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,57957.0
202352,69,0,83dfb2983cc7b30ba4ee2ebb82c480b4bb6a672d856a7ad86d8281eb06602e77,1.0,12.0,61081.0,4.0,1.0,4.0,1.0,4.0,0.0,5.0,0.0,0.0,5.0,2893461.0
202243,69,0,c58e3092e037420bfbde0adaf2f7a4ccb654c5dedac68366a3ca4c2fc674d047,1.0,9.0,2155123.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,301.0
202364,69,0,4f0f8bdab07fb90cbe55a4d997f31059dbf831cf0886039b43710c17dc14ada1,1.0,13.0,1828.0,2.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,44187.0
202270,69,0,14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,3.0,9.0,643219.0,4.0,4.0,1.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,176973.0
202137,69,0,1a3efa69705f611c7ef2384a715c8142e2ee801cfec9df4eb21131c33fc247a7,3.0,9.0,2505336.0,6.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,88983.0
202509,69,0,24d3e3876fbd631e7d211c596d5904d692a19beb2db9e810943ffb8b6e16e573,1.0,19.0,849614.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2066694.0
202302,69,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,686522.0,4.0,9.0,1.0,1.0,9.0,0.0,1.0,9.0,1.0,9.0,16899.0
202508,69,0,11fbed7564375abdcb7d43240904f7a7960d5d927a28d3a00cdc447b91e1234d,1.0,5.0,110266.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1599.0
202351,69,0,c27dd723daf9db93808c51343db6c099a67d8a7734d689dfb8d351e41a9f5d4b,1.0,19.0,9268194.0,6.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,140450.0
202148,69,0,1ad388b274808d66758f43c06cc4961e0cb72b2788ad524cab525fe9641da7ff,3.0,19.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,3197738.0
202162,69,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,273900.0,3.0,2.0,4.0,0.0,6.0,0.0,5.0,1.0,2.0,4.0,146519.0
202493,69,0,2e10ac9af9390357f93f96a432cd37746cb00369af0b83a5d0e2c576eb7a95e8,3.0,11.0,525861.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,103484.0
202514,69,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,359971.0,2.0,2.0,4.0,0.0,6.0,0.0,6.0,0.0,3.0,3.0,256031.0
203101,70,0,a27a4fd3b02a6712c8a04e375bf907a2e9c2bf5269038f373865cbfa74a27588,1.0,19.0,690684.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13128.0
203307,70,0,24d3e3876fbd631e7d211c596d5904d692a19beb2db9e810943ffb8b6e16e573,1.0,19.0,849614.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2066694.0
203491,70,0,8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,3.0,12.0,94132.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,83550.0
203118,70,0,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,1246894.0,4.0,353.0,62.0,0.0,415.0,0.0,91.0,324.0,0.0,415.0,1334652.0
203588,70,0,75d3d75506267e8c03152d9194b2cf0c2cb4232c886bf59dd09cf805f8e4afa0,3.0,9.0,687631.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1031.0
203569,70,0,03c4c091ca95e81bc5c849d760270092654967dbba2fe057d6529b77eb64592e,1.0,17.0,338594.0,5.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,669.0
203581,70,0,ad3989977f822adaf3c7b6257e16052bf435e904b519dc12957cf16df83eb54d,1.0,12.0,111173.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,1435354.0
203099,70,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,2994.0,3.0,3.0,3.0,2.0,4.0,0.0,6.0,0.0,0.0,6.0,1425386.0
203162,70,0,aabf4335ab5845bfd3dd58588ed6789c47461fd5e19123274d66bd3a1c806712,1.0,19.0,1992324.0,4.0,9.0,11.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,1617451.0
203556,70,0,44f241939686d2fc5ba2a1992e15425f6a85191ff50b2bbc26db9fa252ff25e4,1.0,19.0,418089.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2027496.0
203122,70,0,0d4a17b382c8d0d91db4377920e53ecba9127d879bbb641d0792f6d7ea53c091,1.0,19.0,8227585.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1705510.0
203550,70,0,a39fea9aec90969fe66a2b2b4d1b86368a2d38e8b8d4bfeb016d17b16f37a8d8,3.0,12.0,167676.0,3.0,162.0,4.0,0.0,166.0,0.0,120.0,46.0,0.0,166.0,2057789.0
203153,70,0,f3d66997d331e9a8cc50358b2502dcd82e8b2907020d07da8f0f224d60c84187,3.0,12.0,1549776.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,22749.0
203131,70,0,ad6b1847f837b35f80df2df321caded8e51b779df29053c561aa9d6397f59438,1.0,19.0,37096.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,6537.0
203304,70,0,d3d5b4e7e81b7fb634eb5492826b744835e94810b6eb9e66393a1207e1448edb,1.0,4.0,86851.0,2.0,1.0,3.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,1517510.0
