alert_key,date,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,trans_no1,trans_no2,trans_no3,trans_no4,trans_no5,trade_amount_usd
239255,152,0,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,303.0,3.0,1.0,0.0,0.0,0.0,0.0,62490.0
239188,152,0,4b6e4ddc3b61dfe67b78442b8a0a2b6d33efba5bcb59569e73d9e6ad8a13a821,1.0,19.0,137938.0,2.0,1.0,0.0,0.0,0.0,0.0,49016.0
239567,152,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,134492.0
238952,152,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,146323.0,2.0,1.0,0.0,0.0,0.0,0.0,96328.0
238954,152,0,bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,3.0,19.0,1433443.0,4.0,1.0,0.0,0.0,0.0,0.0,12540.0
239155,152,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,70045.0
239252,152,0,befcf05dddd100af636815ac3681b055ce15685de4a29a585405899078e23ac9,1.0,17.0,3756423.0,4.0,1.0,0.0,0.0,0.0,0.0,58343.0
239535,152,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,184961.0
238947,152,0,35b0c2c53cbf7761084db012b8e5ab90fb50126211d0fd625e9331482bd9cd9c,2.0,12.0,787870.0,3.0,1.0,0.0,0.0,0.0,0.0,3215.0
239276,152,0,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,17.0,1846595.0,2.0,0.0,0.0,0.0,0.0,1.0,373460.0
238961,152,0,a64eafc02166f3114aa7e5dc27e80b73c0c33e83607370df81efa3028b4d8bd3,1.0,17.0,611690.0,3.0,1.0,0.0,0.0,0.0,0.0,16194.0
239524,152,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,29643.0,4.0,1.0,0.0,0.0,0.0,0.0,68850.0
239504,152,0,1ecb427973e82cfecd744a5c3ec8fe40d19da3f4ed9df041afc14fc6b7883117,2.0,17.0,139130.0,5.0,0.0,0.0,0.0,0.0,1.0,22041.0
239701,153,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,55947.0,3.0,1.0,0.0,0.0,0.0,0.0,17008.0
240257,153,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,98283.0
239897,153,0,ad3989977f822adaf3c7b6257e16052bf435e904b519dc12957cf16df83eb54d,1.0,12.0,136682.0,3.0,1.0,0.0,0.0,0.0,0.0,6504.0
239931,153,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,932659.0,3.0,1.0,0.0,0.0,0.0,0.0,17478.0
240099,153,0,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,17.0,1846595.0,2.0,0.0,0.0,0.0,0.0,1.0,364056.0
240234,153,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,114041.0
239748,153,0,4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,1.0,17.0,147868.0,3.0,1.0,0.0,0.0,0.0,0.0,14993.0
240198,153,0,c0919606170ea1f19de4ac39ef87d18384a4572bfd5448f2f896344f6c8b97b6,1.0,19.0,124.0,2.0,1.0,0.0,0.0,0.0,0.0,87523.0
240066,153,0,486bcd9de875392b106876a7c8c1c948b7d563f2a59b7d49a67d05c0d0e5413d,1.0,18.0,3009696.0,5.0,1.0,0.0,0.0,0.0,0.0,8078.0
239922,153,0,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,78483.0,3.0,1.0,0.0,0.0,0.0,0.0,31113.0
239918,153,0,23bf92722216b98ae95d39c33539fa23df18245116beb9b4dfcc052670fab3ff,1.0,19.0,17884.0,2.0,1.0,0.0,0.0,0.0,0.0,5586.0
240078,153,0,1f1670fb68cebae07ed1f031ba1ae95e2796698b0309bc25230e33afc408b3d8,1.0,19.0,249380.0,5.0,1.0,0.0,0.0,0.0,0.0,72933.0
239751,153,0,226fa13cff0bc62a107836e8769f32cec2e002b3324191553c5e28837b09b361,1.0,4.0,402997.0,4.0,1.0,0.0,0.0,0.0,0.0,61713.0
239889,153,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,55036.0
239902,153,0,ff6b0040005b54f4b7955942e74a0a9ec466abb2a017a5c7f84db7610c8c41c2,1.0,5.0,17939.0,2.0,1.0,0.0,0.0,0.0,0.0,44705.0
240088,153,0,002f13f534d0bd9fcc1848db3ff5c7b1179d117f8de8055b7394696b948ec9b4,3.0,15.0,2126903.0,4.0,0.0,0.0,0.0,0.0,1.0,343647.0
240274,153,0,fb6baf7bd823a104f65fdb1e091b086f3168874e789a243f91b80a24815b6ecd,3.0,19.0,240913.0,3.0,1.0,0.0,0.0,0.0,0.0,113232.0
240538,154,0,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,1.0,15.0,39239.0,5.0,1.0,0.0,0.0,0.0,0.0,36161.0
240934,154,0,8978e55032d8a0ee6a772a5c014fea5290cc1fc2d990bc1c081925f52b470691,3.0,12.0,2095700.0,5.0,1.0,0.0,0.0,0.0,0.0,16224.0
240788,154,0,befcf05dddd100af636815ac3681b055ce15685de4a29a585405899078e23ac9,1.0,17.0,3756423.0,4.0,1.0,0.0,0.0,0.0,0.0,70413.0
240971,154,0,a29380ad55969af937685600ef34aa80237a96203b932a4286ffa9c430f2b3b5,3.0,15.0,99689.0,2.0,1.0,0.0,0.0,0.0,0.0,37335.0
240793,154,0,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,303.0,3.0,1.0,0.0,0.0,0.0,0.0,62491.0
240981,154,0,fb6baf7bd823a104f65fdb1e091b086f3168874e789a243f91b80a24815b6ecd,3.0,19.0,240913.0,3.0,1.0,0.0,0.0,0.0,0.0,104482.0
240982,154,0,afbd5e0e6477159dcec6ac71c40588f84f6a8f3cb52e5dece9967bc0c34b3848,3.0,5.0,444990.0,2.0,1.0,0.0,0.0,0.0,0.0,37117.0
240947,154,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,29643.0,4.0,1.0,0.0,0.0,0.0,0.0,71980.0
240557,154,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,146323.0,2.0,1.0,0.0,0.0,0.0,0.0,101398.0
240937,154,0,c6c7b5a7b41c02ee0c7217f85c5258aca9f2158f9f9d54a010877a3450140c11,3.0,15.0,342195.0,5.0,0.0,0.0,0.0,0.0,1.0,41049.0
240489,154,0,79772715b129ed554dd597c72f2fd551be6905418901819c06dfb4eee4677192,1.0,19.0,69294.0,2.0,1.0,0.0,0.0,0.0,0.0,48213.0
240786,154,0,1f1670fb68cebae07ed1f031ba1ae95e2796698b0309bc25230e33afc408b3d8,1.0,19.0,249380.0,5.0,1.0,0.0,0.0,0.0,0.0,72933.0
240478,154,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,55036.0
240507,154,0,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,78483.0,3.0,1.0,0.0,0.0,0.0,0.0,31235.0
240516,154,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,932659.0,3.0,1.0,0.0,0.0,0.0,0.0,102849.0
240949,154,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,112833.0
240560,154,0,bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,3.0,19.0,1433443.0,4.0,1.0,0.0,0.0,0.0,0.0,12552.0
240968,154,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,90006.0
241501,155,0,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,303.0,3.0,1.0,0.0,0.0,0.0,0.0,23939.0
241344,155,0,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,78483.0,3.0,1.0,0.0,0.0,0.0,0.0,31355.0
241630,155,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,249669.0
241663,155,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,356209.0,2.0,0.0,0.0,0.0,0.0,1.0,6163.0
241153,155,0,d7d0399f29d741a20316b00e646819c93e4b4b0a1e781d561db389213cef682f,3.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,209349.0
241665,155,0,9b0aa2f433e87df8b3fc7f3df0fb0c3c672486715de738eea57fb05a7bbb6581,3.0,9.0,29100.0,3.0,1.0,0.0,0.0,0.0,0.0,14939.0
241660,155,0,afbd5e0e6477159dcec6ac71c40588f84f6a8f3cb52e5dece9967bc0c34b3848,3.0,5.0,444990.0,2.0,1.0,0.0,0.0,0.0,0.0,37158.0
241335,155,0,4b6e4ddc3b61dfe67b78442b8a0a2b6d33efba5bcb59569e73d9e6ad8a13a821,1.0,19.0,137938.0,2.0,1.0,0.0,0.0,0.0,0.0,24566.0
241151,155,0,4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,1.0,17.0,147868.0,3.0,1.0,0.0,0.0,0.0,0.0,15026.0
241573,155,0,c0919606170ea1f19de4ac39ef87d18384a4572bfd5448f2f896344f6c8b97b6,1.0,19.0,124.0,2.0,1.0,0.0,0.0,0.0,0.0,98685.0
241317,155,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,70045.0
241305,155,0,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,101105.0,4.0,1.0,0.0,0.0,0.0,0.0,23573.0
241491,155,0,a28f815c6a3b0d0b50abddb9103a29e4a2c4363c308dde92aaee84cabc30e54c,3.0,18.0,21426.0,5.0,0.0,1.0,0.0,0.0,0.0,3592.0
241627,155,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,29643.0,4.0,1.0,0.0,0.0,0.0,0.0,73023.0
241498,155,0,befcf05dddd100af636815ac3681b055ce15685de4a29a585405899078e23ac9,1.0,17.0,3756423.0,4.0,1.0,0.0,0.0,0.0,0.0,95561.0
241646,155,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,103456.0
241150,155,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,146323.0,2.0,1.0,0.0,0.0,0.0,0.0,105454.0
241130,155,0,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,1.0,15.0,39239.0,5.0,1.0,0.0,0.0,0.0,0.0,46293.0
241146,155,0,35b0c2c53cbf7761084db012b8e5ab90fb50126211d0fd625e9331482bd9cd9c,2.0,12.0,787870.0,3.0,1.0,0.0,0.0,0.0,0.0,3224.0
241658,155,0,fb6baf7bd823a104f65fdb1e091b086f3168874e789a243f91b80a24815b6ecd,3.0,19.0,240913.0,3.0,1.0,0.0,0.0,0.0,0.0,102938.0
241473,155,0,9a1d940986fce29cd6b54d5a5fe076a5aa8026161f5627ea12b21d7f446afdb5,1.0,12.0,193825.0,5.0,1.0,0.0,0.0,0.0,0.0,3636.0
241324,155,0,79772715b129ed554dd597c72f2fd551be6905418901819c06dfb4eee4677192,1.0,19.0,69294.0,2.0,1.0,0.0,0.0,0.0,0.0,18289.0
241496,155,0,1f1670fb68cebae07ed1f031ba1ae95e2796698b0309bc25230e33afc408b3d8,1.0,19.0,249380.0,5.0,1.0,0.0,0.0,0.0,0.0,72933.0
242352,158,0,3986947296e7d87569387752bd333cfaf68790032c1f80ea251d19aa6ccf3983,1.0,15.0,351323.0,6.0,0.0,0.0,0.0,0.0,2.0,342930.0
242363,158,0,486bcd9de875392b106876a7c8c1c948b7d563f2a59b7d49a67d05c0d0e5413d,1.0,18.0,3009696.0,5.0,1.0,0.0,0.0,0.0,0.0,8135.0
241896,158,0,d7d0399f29d741a20316b00e646819c93e4b4b0a1e781d561db389213cef682f,3.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,210938.0
242274,158,0,9b0aa2f433e87df8b3fc7f3df0fb0c3c672486715de738eea57fb05a7bbb6581,3.0,9.0,29100.0,3.0,1.0,0.0,0.0,0.0,0.0,15171.0
241865,158,0,ad4d0b59572d0db14cb2f1defa6df9451be0e0c467d26878f67dac90958fd183,3.0,17.0,1316507.0,5.0,0.0,0.0,0.0,0.0,1.0,5215.0
241891,158,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,146323.0,2.0,1.0,0.0,0.0,0.0,0.0,102412.0
242042,158,0,79772715b129ed554dd597c72f2fd551be6905418901819c06dfb4eee4677192,1.0,19.0,69294.0,2.0,1.0,0.0,0.0,0.0,0.0,48422.0
242041,158,0,ad3989977f822adaf3c7b6257e16052bf435e904b519dc12957cf16df83eb54d,1.0,12.0,136682.0,3.0,1.0,0.0,0.0,0.0,0.0,9753.0
242268,158,0,afbd5e0e6477159dcec6ac71c40588f84f6a8f3cb52e5dece9967bc0c34b3848,3.0,5.0,444990.0,2.0,1.0,0.0,0.0,0.0,0.0,37265.0
242394,158,0,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,17.0,1846595.0,2.0,1.0,0.0,0.0,0.0,0.0,135842.0
241890,158,0,de0dae3748b1d09a900dbd0c98288962af36a545b6cc93c92cfd65fb2a186560,1.0,19.0,12866403.0,2.0,0.0,0.0,0.0,1.0,0.0,297644.0
242067,158,0,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,78483.0,3.0,1.0,0.0,0.0,0.0,0.0,30497.0
242374,158,0,befcf05dddd100af636815ac3681b055ce15685de4a29a585405899078e23ac9,1.0,17.0,3756423.0,4.0,1.0,0.0,0.0,0.0,0.0,128756.0
242172,158,0,c0919606170ea1f19de4ac39ef87d18384a4572bfd5448f2f896344f6c8b97b6,1.0,19.0,124.0,2.0,1.0,0.0,0.0,0.0,0.0,98947.0
242018,158,0,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,101105.0,4.0,1.0,0.0,0.0,0.0,0.0,23573.0
242030,158,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,60039.0
242228,158,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,146131.0
242071,158,0,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,17.0,999672.0,3.0,2.0,0.0,0.0,0.0,0.0,14303.0
242029,158,0,177c6ec0a6495b3dfbb3c7f613c9b5b86eb809dd8b4de021a3869984d94ac398,2.0,4.0,1427560.0,4.0,0.0,0.0,0.0,0.0,1.0,21389.0
242254,158,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,108628.0
241872,158,0,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,1.0,15.0,39239.0,5.0,1.0,0.0,0.0,0.0,0.0,48674.0
242033,158,0,8ac31e4413bb03d4c447637c95389a74fe5ea90f0ff1949b5095ad732c3a0863,1.0,9.0,1422222.0,4.0,1.0,0.0,0.0,0.0,0.0,7253.0
241893,158,0,4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,1.0,17.0,147868.0,3.0,1.0,0.0,0.0,0.0,0.0,15069.0
241866,158,0,fd510d1ced78b69593ba2f863419dacb5f81b49a45fa0cf701385e6140024537,2.0,19.0,24679.0,6.0,0.0,0.0,0.0,0.0,1.0,25458.0
242693,159,0,1f1670fb68cebae07ed1f031ba1ae95e2796698b0309bc25230e33afc408b3d8,1.0,19.0,249380.0,5.0,1.0,0.0,0.0,0.0,0.0,83352.0
242674,159,0,9a1d940986fce29cd6b54d5a5fe076a5aa8026161f5627ea12b21d7f446afdb5,1.0,12.0,193825.0,5.0,1.0,0.0,0.0,0.0,0.0,13231.0
242609,159,0,1fb96943ae7e8561c7577f2d16a486e632c5d6345075adf84fae041f9a5bdf1b,2.0,9.0,83436.0,3.0,1.0,0.0,0.0,0.0,0.0,11412.0
242990,159,0,35b0c2c53cbf7761084db012b8e5ab90fb50126211d0fd625e9331482bd9cd9c,2.0,12.0,787870.0,3.0,1.0,0.0,0.0,0.0,0.0,3214.0
242827,159,0,fb6baf7bd823a104f65fdb1e091b086f3168874e789a243f91b80a24815b6ecd,3.0,19.0,240913.0,3.0,1.0,0.0,0.0,0.0,0.0,87497.0
242568,159,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,932659.0,3.0,1.0,0.0,0.0,0.0,0.0,88314.0
242794,159,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,37852.0
242741,159,0,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,17.0,1846595.0,2.0,1.0,0.0,0.0,0.0,0.0,230722.0
242790,159,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,29643.0,4.0,1.0,0.0,0.0,0.0,0.0,73023.0
242554,159,0,4b6e4ddc3b61dfe67b78442b8a0a2b6d33efba5bcb59569e73d9e6ad8a13a821,1.0,19.0,137938.0,2.0,1.0,0.0,0.0,0.0,0.0,49255.0
242717,159,0,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,303.0,3.0,1.0,0.0,0.0,0.0,0.0,34997.0
242651,159,0,2b351df4fecb983039f32691b3aa43dabf92ad0e4aec5a7dcd12c8c18359ca1e,2.0,19.0,3500776.0,8.0,0.0,0.0,0.0,0.0,1.0,37653.0
242527,159,0,21afebd4875ed7bedd991612d44e820e5bb0be4a9b2e7d44aad81a8159968c7c,2.0,12.0,1552916.0,5.0,1.0,0.0,0.0,0.0,0.0,12444.0
243151,160,0,4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,1.0,17.0,147868.0,3.0,1.0,0.0,0.0,0.0,0.0,14988.0
243617,160,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,29643.0,4.0,1.0,0.0,0.0,0.0,0.0,73023.0
243477,160,0,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,17.0,1846595.0,2.0,0.0,0.0,0.0,0.0,1.0,362071.0
243150,160,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,146323.0,2.0,1.0,0.0,0.0,0.0,0.0,103426.0
243457,160,0,1f1670fb68cebae07ed1f031ba1ae95e2796698b0309bc25230e33afc408b3d8,1.0,19.0,249380.0,5.0,1.0,0.0,0.0,0.0,0.0,83352.0
243444,160,0,9a1d940986fce29cd6b54d5a5fe076a5aa8026161f5627ea12b21d7f446afdb5,1.0,12.0,193825.0,5.0,1.0,0.0,0.0,0.0,0.0,11110.0
243312,160,0,79772715b129ed554dd597c72f2fd551be6905418901819c06dfb4eee4677192,1.0,19.0,69294.0,2.0,1.0,0.0,0.0,0.0,0.0,48873.0
243460,160,0,befcf05dddd100af636815ac3681b055ce15685de4a29a585405899078e23ac9,1.0,17.0,3756423.0,4.0,1.0,0.0,0.0,0.0,0.0,60354.0
243655,160,0,fb6baf7bd823a104f65fdb1e091b086f3168874e789a243f91b80a24815b6ecd,3.0,19.0,240913.0,3.0,1.0,0.0,0.0,0.0,0.0,144113.0
243635,160,0,060e4307caae83b07b0a86dd3b77f3a7e77eb18fae2a361fa27857760ee8ad49,3.0,15.0,4872976.0,3.0,0.0,0.0,0.0,0.0,1.0,5850.0
243308,160,0,8ac31e4413bb03d4c447637c95389a74fe5ea90f0ff1949b5095ad732c3a0863,1.0,9.0,1422222.0,4.0,1.0,0.0,0.0,0.0,0.0,5786.0
243306,160,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,70045.0
243128,160,0,fd510d1ced78b69593ba2f863419dacb5f81b49a45fa0cf701385e6140024537,2.0,19.0,24679.0,6.0,0.0,0.0,0.0,0.0,2.0,72199.0
243640,160,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,165528.0
243137,160,0,dabcfedc2113a6482563eb685f59a916307641fca5bc8f8c065dec2499169041,2.0,19.0,259284.0,4.0,1.0,0.0,0.0,0.0,0.0,12484.0
243323,160,0,4b6e4ddc3b61dfe67b78442b8a0a2b6d33efba5bcb59569e73d9e6ad8a13a821,1.0,19.0,137938.0,2.0,1.0,0.0,0.0,0.0,0.0,73523.0
243657,160,0,afbd5e0e6477159dcec6ac71c40588f84f6a8f3cb52e5dece9967bc0c34b3848,3.0,5.0,444990.0,2.0,1.0,0.0,0.0,0.0,0.0,37077.0
243619,160,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,250343.0
243330,160,0,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,78483.0,3.0,1.0,0.0,0.0,0.0,0.0,33613.0
243662,160,0,98b13812aae47ce9b6908dc75dfc8c765921bc6e651f10235b6962176a2d9c4f,2.0,19.0,2901.0,2.0,1.0,0.0,0.0,0.0,0.0,17868.0
243287,160,0,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,101105.0,4.0,1.0,0.0,0.0,0.0,0.0,23782.0
243102,160,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,55947.0,3.0,1.0,0.0,0.0,0.0,0.0,17337.0
243628,160,0,2220926081413284dd4016ade8246b87804608571c8419401e3ade9bb592db87,2.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,46554.0
243327,160,0,23bf92722216b98ae95d39c33539fa23df18245116beb9b4dfcc052670fab3ff,1.0,19.0,17884.0,2.0,1.0,0.0,0.0,0.0,0.0,5532.0
243661,160,0,9b0aa2f433e87df8b3fc7f3df0fb0c3c672486715de738eea57fb05a7bbb6581,3.0,9.0,29100.0,3.0,1.0,0.0,0.0,0.0,0.0,18775.0
243132,160,0,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,1.0,15.0,39239.0,5.0,1.0,0.0,0.0,0.0,0.0,46549.0
244123,161,0,fb6baf7bd823a104f65fdb1e091b086f3168874e789a243f91b80a24815b6ecd,3.0,19.0,240913.0,3.0,1.0,0.0,0.0,0.0,0.0,144113.0
243957,161,0,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,17.0,146323.0,2.0,1.0,0.0,0.0,0.0,0.0,93286.0
243938,161,0,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,1.0,15.0,39239.0,5.0,1.0,0.0,0.0,0.0,0.0,48463.0
244125,161,0,afbd5e0e6477159dcec6ac71c40588f84f6a8f3cb52e5dece9967bc0c34b3848,3.0,5.0,444990.0,2.0,1.0,0.0,0.0,0.0,0.0,37091.0
243827,161,0,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,17.0,999672.0,3.0,1.0,0.0,0.0,0.0,0.0,5221.0
243823,161,0,9d49041569cc42bfeded132e7e9e616d8308b4945cb9e293b11af59133bb26e7,1.0,17.0,408640.0,4.0,1.0,0.0,0.0,0.0,0.0,106765.0
244262,161,0,1f1670fb68cebae07ed1f031ba1ae95e2796698b0309bc25230e33afc408b3d8,1.0,19.0,249380.0,5.0,1.0,0.0,0.0,0.0,0.0,83352.0
243807,161,0,79772715b129ed554dd597c72f2fd551be6905418901819c06dfb4eee4677192,1.0,19.0,69294.0,2.0,1.0,0.0,0.0,0.0,0.0,49674.0
243937,161,0,a883d9b3c999637fad0acc91815a134d81a48de0eba88dcc4e1313fefad7179b,2.0,19.0,1536.0,5.0,1.0,0.0,0.0,0.0,0.0,4975.0
244082,161,0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc,3.0,8.0,29643.0,4.0,1.0,0.0,0.0,0.0,0.0,73023.0
244110,161,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,1098128.0,3.0,0.0,1.0,0.0,0.0,0.0,87937.0
244131,161,0,9b0aa2f433e87df8b3fc7f3df0fb0c3c672486715de738eea57fb05a7bbb6581,3.0,9.0,29100.0,3.0,1.0,0.0,0.0,0.0,0.0,18904.0
243817,161,0,4b6e4ddc3b61dfe67b78442b8a0a2b6d33efba5bcb59569e73d9e6ad8a13a821,1.0,19.0,137938.0,2.0,1.0,0.0,0.0,0.0,0.0,24527.0
244089,161,0,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,4093.0,4.0,1.0,0.0,0.0,0.0,0.0,177633.0
243802,161,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,786852.0,3.0,1.0,0.0,0.0,0.0,0.0,70045.0
243824,161,0,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,78483.0,3.0,1.0,0.0,0.0,0.0,0.0,33773.0
243790,161,0,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,101105.0,4.0,1.0,0.0,0.0,0.0,0.0,23992.0
