alert_key,date,cust_id,risk_rank,occupation_code,total_asset,AGE,debit,credit,tx_type1,tx_type2,tx_type3,n_cross_bank,cross_bank,n_ATM,ATM,amt
355091,375,36a4eb2973ced2ee87441a53dd7989d31e3da2af95360197a6fac9bd6f9f5389,1.0,19.0,1548534.0,4.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,3815.0
355152,375,e602d984ea6eb7a345990e4cdf8755787af058604fc4f8c14bff40497f78fd76,3.0,19.0,1457386.0,5.0,7.0,4.0,0.0,11.0,0.0,6.0,5.0,0.0,11.0,933537.0
354652,375,b85d0a2e03dd24bee012fee7df3e88476b6ed3aadfde1a73618551723813d18a,1.0,17.0,20632.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,4.0,925545.0
354959,375,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,520234.0
354629,375,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1.0,4.0,227418.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,26407.0
355183,375,8acf78bca804ea710d908b46a7cb8519242c1d78521439b44bf77c52de96764c,1.0,19.0,728414.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,250676.0
354672,375,edadb78fd711714c90a27e78a8844f22efe0571d16d26d075b1650664c735b38,2.0,17.0,92710.0,2.0,2.0,21.0,3.0,20.0,0.0,23.0,0.0,17.0,6.0,678293.0
354837,375,a9737197cb45f04f4dec6098f5185ad95006c492d66da0e7e2434ed7e2ed4452,3.0,18.0,2388979.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,46580.0
354944,375,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,3.0,3.0,0.0,6.0,0.0,5.0,1.0,0.0,6.0,4903.0
355221,375,cc73fc47d39a47f49ebc28cc7fcd1c3203232bb2af57c84bc80f1f2ab18552ba,3.0,13.0,310119.0,3.0,3.0,3.0,0.0,6.0,0.0,5.0,1.0,0.0,6.0,1450697.0
355156,375,5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,1.0,12.0,1562632.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5741.0
354795,375,cece622381d76715c8bc9f4a7d60ee143c0df366d73e8873a17885dbd564df87,1.0,11.0,883849.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2064.0
354595,375,74214c478dc6519fbefe4bc31693865bdcd698ab974b6435bb8fa842a3ed4fd8,3.0,15.0,201906.0,5.0,4.0,4.0,0.0,8.0,0.0,7.0,1.0,0.0,8.0,46057.0
354817,375,49f56a6a93f90f0b6a9e00da44ffcc3cc35aac756edaa256141f59a1f6358bf5,1.0,13.0,2689.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,408898.0
354967,375,b4e15e70858840ec2a5eab6ac3c633acc95260acb9a50976d4f923777dd95628,3.0,14.0,80174.0,4.0,3.0,5.0,0.0,8.0,0.0,6.0,2.0,0.0,8.0,102083.0
355146,375,9586b80d3ad1d74c0a1efe792cae2ecd073243fb01ed33fa1f70867748596bd5,3.0,3.0,262604.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,127038.0
355181,375,4dfeca8a959845f1ed0a40340b8c53525bb477c5c37a7068d6383515d211c881,1.0,10.0,409561.0,4.0,4.0,3.0,0.0,7.0,0.0,4.0,3.0,0.0,7.0,6968.0
354778,375,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,303.0,48.0,0.0,351.0,0.0,75.0,276.0,0.0,351.0,1234641.0
354616,375,17c978048e10250aa8bdb12e33731c69cf97806196ba085d9d252b06fd7fb435,1.0,11.0,1310321.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,50065.0
354603,375,8af18d87937633313c1040db8b01bd51bced5a9c041bff85f262aa64dee63864,1.0,19.0,221324.0,4.0,7.0,1.0,7.0,1.0,0.0,8.0,0.0,1.0,7.0,916132.0
354668,375,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,3.0,12.0,106656.0,3.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,6009325.0
354813,375,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,12.0,918230.0,2.0,7.0,2.0,1.0,8.0,0.0,5.0,4.0,1.0,8.0,609256.0
354854,375,5488599421ca0ce2f069e871bfe4e5269f02c69708a4743d19842a1d840960b4,1.0,4.0,2338.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3290.0
354780,375,769bee2a4b35456bdcd545469fe62c273cbe14b7c6a46622996814754066c549,1.0,13.0,206520.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2280.0
354810,375,8db64ca4e99659a1757587655bccb6e3126b15fa1aff16410b0a020c0a8c7ade,1.0,13.0,3089582.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,35135.0
355198,375,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,4.0,3.0,0.0,7.0,0.0,5.0,2.0,0.0,7.0,165088.0
354935,375,d253f77ce816406296362e15aa64888080acc551e9c596098d9c78ffe52956a9,3.0,19.0,1889815.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,453766.0
354576,375,d94a32cd6746a73e9d2401264b58a067205754179d82faa9bba1a408be9588b5,3.0,18.0,194492.0,7.0,2.0,4.0,2.0,4.0,0.0,4.0,2.0,2.0,4.0,244453.0
354661,375,97d08eb4d5334b3ecaa3cc025b3393530e470444810652ccfcf4e8e111738089,1.0,4.0,2514834.0,4.0,6.0,1.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,1979918.0
354675,375,234ab175df0d1ca4b021ee63c8da965e526eaeecba99658d6fb31121414ee5c6,3.0,9.0,24016.0,3.0,14.0,5.0,0.0,19.0,0.0,11.0,8.0,0.0,19.0,74871.0
354970,375,529886b8b079778eac3a312e30758af96d2b5e599c5d61499bd044ec17ceeab3,3.0,3.0,151434.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,252900.0
355168,375,b6e5408b20f664c7e4640285f79c09d34146ca317264625433f6231904865820,3.0,9.0,5276533.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,8274.0
354973,375,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,3.0,11.0,0.0,14.0,0.0,10.0,4.0,0.0,14.0,16670151.0
354824,375,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1.0,19.0,79871.0,3.0,4.0,1.0,0.0,5.0,0.0,4.0,1.0,2.0,3.0,506902.0
354606,375,668686d0bfe423f864b883f44a33a5b45052dd6e4451bde6b32204c2def6177f,3.0,18.0,8025.0,4.0,2.0,3.0,1.0,4.0,0.0,5.0,0.0,1.0,4.0,599428.0
354947,375,feb310d5ace25411b83cae1acaa1af55d9f2241489604c10528b7f3d54efe4d4,1.0,19.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,71634.0
354573,375,7d3f438c40a239aae54ae069274caa987d2528fb0879b5dbbe93120e89e3ab10,2.0,13.0,16306.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1320.0
355196,375,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,2175.0
355188,375,5c8203758d604e065e40f5192d41077acdb92b1121bd5358436411be10072351,3.0,12.0,848586.0,2.0,6.0,3.0,1.0,8.0,0.0,6.0,3.0,1.0,8.0,310087.0
354619,375,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3.0,12.0,876408.0,3.0,9.0,6.0,0.0,15.0,0.0,13.0,2.0,0.0,15.0,1053421.0
354962,375,272d9e3da3fbf29b1f9c5ebf66207841ea582cbf15b14f669bc14ea78969666d,1.0,12.0,29333.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,203403.0
354930,375,4a0e2c29914ff14f5c806eda3c6b5d51c4af6c9924e9ddab61d203ce87ba05e0,1.0,12.0,2531816.0,6.0,2.0,4.0,0.0,6.0,0.0,6.0,0.0,2.0,4.0,32382.0
355216,375,538f5687b94e3ae575be14452e8204cf333ac3901ad0603e5e5b1be4bdf36e05,3.0,19.0,1020811.0,2.0,4.0,8.0,0.0,12.0,0.0,11.0,1.0,1.0,11.0,3249955.0
354792,375,a1b1bba7f1f3d8f251f43b0ba9991a8ffdc3ec3036bb56a8301ba0748120b14c,1.0,19.0,378823.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,18529.0
354826,375,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,121346.0
354618,375,c593e49a4689b589eea2209c26a1fcdea5ab4f7933809532c6e842cf19e4159c,3.0,19.0,417504.0,4.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,110573.0
354667,375,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1.0,18.0,506366.0,3.0,5.0,5.0,0.0,10.0,0.0,7.0,3.0,1.0,9.0,662612.0
355201,375,d416d6741710614ecf374202e7a0656dff8625efe57d6b2727d001b4e29ba532,1.0,12.0,1402359.0,2.0,3.0,2.0,1.0,4.0,0.0,4.0,1.0,2.0,3.0,606506.0
354790,375,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,3.0,15.0,247836.0,5.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,627115.0
355155,375,311ebd3d634d6d86895857023edd1582c53f0c12a19eeecf1c90fad22f2317da,1.0,19.0,3252.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,456730.0
355178,375,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,461707.0,3.0,4.0,3.0,0.0,7.0,0.0,4.0,3.0,0.0,7.0,13648.0
354798,375,925bc63a382c4ba69e8cc9d6bcc14257e070690b4b02e32905b322aa35edfa74,1.0,19.0,145998.0,4.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,549392.0
354814,375,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1.0,12.0,331966.0,2.0,7.0,5.0,0.0,12.0,0.0,9.0,3.0,0.0,12.0,2785853.0
354673,375,ba9dc8d7ae712aeb31b7985d7d44d10a8c7bf35c87430c568e39bdc1b53d0de3,1.0,19.0,149313.0,2.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,1618.0
354622,375,35efdb7f15d0e61d8eabda0871c91edd5602b7620852e286646589bf05fe08de,1.0,12.0,552065.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1221097.0
354950,375,2d7a4c7af8d5b89c00cab8da759c9ee89e1f3c0c861a3d5199f5029b988c5509,1.0,19.0,908527.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,10316.0
354613,375,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3.0,17.0,173255.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,85473.0
354658,375,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,1.0,7.0,0.0,8.0,0.0,8.0,0.0,2.0,6.0,202698.0
354968,375,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,5.0,5.0,0.0,10.0,0.0,7.0,3.0,0.0,10.0,611555.0
355090,375,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,1.0,19.0,83133.0,3.0,39.0,5.0,3.0,41.0,0.0,13.0,31.0,0.0,44.0,21014983.0
354951,375,eda301ab5a02b74943f2daf75264b4d2f8fa9998c46c76662c8b42ffab4b4862,3.0,15.0,1049.0,3.0,3.0,2.0,1.0,4.0,0.0,5.0,0.0,1.0,4.0,1010339.0
354569,375,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1.0,2.0,98177.0,2.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,2168142.0
354978,375,fef9844c072dca4a611ca877becb3763580178b6cf3665d70619cbca56baac71,1.0,5.0,1836187.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1043.0
354971,375,5a0f62d4edf0274f4e1b37e17ed57b3d9ec0331cc99a07ba9e942371d9236f38,1.0,10.0,2550303.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,450379.0
355204,375,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1.0,17.0,259985.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5105.0
355123,375,06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,3.0,18.0,1741477.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0
354819,375,bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,3.0,19.0,2390889.0,4.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,9770.0
354612,375,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,3.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,23743.0
354625,375,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,536992.0,5.0,8.0,2.0,8.0,2.0,0.0,10.0,0.0,1.0,9.0,13788.0
355222,375,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1.0,18.0,272935.0,2.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,221541.0
354679,375,7169b6353814f232c62957da136b4f2b53b3d79977fae5855e348b80bdc62123,1.0,20.0,95194.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1365.0
354604,375,f8c4956534fed5eac9c0389fc5448b9ebe36ed54ae879e95b95f6bc6c0bff764,3.0,19.0,33760.0,3.0,2.0,3.0,1.0,4.0,0.0,5.0,0.0,1.0,4.0,75801.0
354799,375,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,40.0,4.0,4.0,40.0,0.0,12.0,32.0,4.0,40.0,261183.0
354855,375,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3.0,19.0,1758714.0,2.0,81.0,8.0,6.0,83.0,0.0,21.0,68.0,6.0,83.0,48043377.0
354669,375,863ec3df49a091454fa48aa183f675e76b1bd2c5b07699297ba163a7574e7622,1.0,15.0,5016106.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,58261.0
355197,375,112694ce0f5742d4f3831ecc99f877624ca17c65f04d2c137d475a9ee5b936ac,3.0,12.0,1940568.0,4.0,5.0,6.0,1.0,10.0,0.0,8.0,3.0,3.0,8.0,543315.0
355147,375,b01aea4682b7939196d577f79f9190028ff2aaa7157db99a5a6ddafe9da1e512,3.0,12.0,67019.0,5.0,9.0,4.0,4.0,9.0,0.0,8.0,5.0,1.0,12.0,653024.0
354801,375,209fc0d4eb19f572c1a93ab436bc14753aaa896950f4cec9c5105e0c5290635b,1.0,17.0,115027.0,3.0,3.0,4.0,0.0,7.0,0.0,7.0,0.0,2.0,5.0,3214762.0
355501,376,c1158849f614d5559fd4f092c0c62a004d9484d06707aba020bab4ff6ffc400f,1.0,17.0,2677182.0,6.0,7.0,2.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,1691423.0
355789,376,bd660fa35a9d9863dbe91fc204ac4e66790c5de8722e22d95e178eae777529bf,1.0,9.0,883517.0,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,10815.0
355813,376,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,19.0,29734.0,2.0,4.0,3.0,1.0,6.0,0.0,7.0,0.0,4.0,3.0,200899.0
355808,376,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,642.0
355791,376,40fa92acb89d1ebb319f0f200d31a5fcbdfcbd8ad432d732a880545a69f2c5e8,3.0,17.0,2112.0,2.0,5.0,7.0,0.0,12.0,0.0,10.0,2.0,0.0,12.0,25504.0
355748,376,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,7.0,5.0,2.0,10.0,0.0,5.0,7.0,3.0,9.0,20249.0
355806,376,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,4.0,3.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,3106464.0
355565,376,158f652568e23e7e4a8e1c7cbf8c8987d53f23049a1e076f0dc30a993e979382,1.0,13.0,1666968.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1052.0
355917,376,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3.0,19.0,1758714.0,2.0,73.0,6.0,4.0,75.0,0.0,12.0,67.0,3.0,76.0,11524528.0
355755,376,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1.0,12.0,119727.0,3.0,0.0,9.0,3.0,6.0,0.0,9.0,0.0,0.0,9.0,774680.0
355373,376,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,3.0,4.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,24837.0
355633,376,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,1.0,19.0,83133.0,3.0,46.0,14.0,3.0,57.0,0.0,18.0,42.0,0.0,60.0,26344253.0
355678,376,1ce1c66d64dd1ca22bf0770832213f81ba0a531ba63f3f2195233a3a26f79887,1.0,17.0,1287860.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,416.0
355561,376,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,8.0,7.0,0.0,15.0,0.0,10.0,5.0,1.0,14.0,757318.0
355751,376,85a7cb97d54a0a34dfb594d80f241b6922723e38ea46238af584155b7e6ac98a,1.0,19.0,610320.0,5.0,11.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,153721.0
355770,376,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,111799.0
355915,376,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,904.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2541.0
355731,376,bc2d8f0134895f6deaee4eb189e06d8a81a5c25443559f2528254e87100b57ea,1.0,9.0,529947.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2057.0
355558,376,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1.0,17.0,993823.0,4.0,5.0,4.0,0.0,9.0,0.0,7.0,2.0,0.0,9.0,6046686.0
355557,376,2dc131115c513102b4c5c2facb90e9e21bf6e1bb946cfc0f8e7eca0573654742,1.0,17.0,3029925.0,4.0,13.0,16.0,5.0,24.0,0.0,19.0,10.0,18.0,11.0,3531524.0
355795,376,279922d10aeb65f598b19a339619f9dfa126e39a0a93f35901886f0ecd325b52,1.0,19.0,5112.0,3.0,5.0,4.0,0.0,9.0,0.0,5.0,4.0,0.0,9.0,753525.0
355673,376,16fbc659bf1f2d26998be3a44b843c842cb9a753a229b4dd671bc55ddae89ffd,1.0,19.0,47353.0,6.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,38071.0
355559,376,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,4.0,4.0,0.0,8.0,0.0,5.0,3.0,0.0,8.0,70575.0
355716,376,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,310.0,83.0,0.0,393.0,0.0,108.0,285.0,0.0,393.0,1634634.0
355429,376,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,2168319.0
355395,376,7dc5256ef411c745dc3064da2f231c104ca270f564d3d0d057943f0cdd62ab70,1.0,9.0,332834.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,548692.0
355413,376,b85d0a2e03dd24bee012fee7df3e88476b6ed3aadfde1a73618551723813d18a,1.0,17.0,20632.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,4.0,235614.0
355769,376,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1.0,19.0,79871.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,17764.0
355724,376,9cd113df373ad394ba7dd3a0aa4621e73eb7b9c94c02fe0e10b6d0245411b4b7,1.0,19.0,241056.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,6.0,3626.0
355521,376,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,3.0,4.0,0.0,7.0,0.0,5.0,2.0,0.0,7.0,2219387.0
355532,376,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,4698.0
355556,376,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,12.0,324044.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0
355382,376,9928a995c9b261b3160cd7d904d34042a5d8592cdcca1000c5cbaf4eb8eb53c8,1.0,19.0,2059932.0,4.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,54.0
355546,376,161b6ca5a8193e5bdaff50bcfd82993728ebb26d5d45625f1af7d271482ca4b5,2.0,17.0,223512.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,74125.0
355756,376,49b722b2fe31df90a8668e3f894d3d5704e8141cbb0d5d1346c168166a0b4b63,1.0,19.0,136798.0,4.0,2.0,2.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,772929.0
355418,376,a8936ead155ee0b551d26b72a02f341c10f02ead8498b4378c712ed689a4e6d3,1.0,18.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,452.0
355895,376,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1.0,17.0,565453.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
355379,376,c593e49a4689b589eea2209c26a1fcdea5ab4f7933809532c6e842cf19e4159c,3.0,19.0,417504.0,4.0,6.0,3.0,0.0,9.0,0.0,7.0,2.0,2.0,7.0,606500.0
355776,376,a448c1dca2845aedbc8ecb78e476f0f75692fc41836c151ddbf155677c14c03f,1.0,17.0,887398.0,3.0,1.0,5.0,0.0,6.0,0.0,6.0,0.0,4.0,2.0,3851.0
355761,376,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1.0,12.0,331966.0,2.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,15753865.0
355740,376,cece622381d76715c8bc9f4a7d60ee143c0df366d73e8873a17885dbd564df87,1.0,11.0,883849.0,5.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,3612.0
355737,376,8de18f41b9a1d790ea074dd6f6265cb8f815b3465498a5850bf5570bbb43f3af,1.0,9.0,32083.0,4.0,6.0,7.0,0.0,13.0,0.0,12.0,1.0,12.0,1.0,709205.0
355389,376,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1.0,4.0,227418.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1326.0
355555,376,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3.0,1.0,2169802.0,2.0,4.0,3.0,0.0,7.0,0.0,6.0,1.0,0.0,7.0,13080.0
355667,376,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1.0,2.0,117776.0,5.0,3.0,4.0,0.0,7.0,0.0,6.0,1.0,0.0,7.0,879412.0
355378,376,9ac7efb5259817f80f9731ef7b625e9e9640e8a539377e4312b605c45742d888,3.0,15.0,190972.0,4.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,1955081.0
355901,376,891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,3.0,17.0,84272.0,3.0,6.0,4.0,3.0,7.0,0.0,5.0,5.0,0.0,10.0,96276.0
355542,376,eda301ab5a02b74943f2daf75264b4d2f8fa9998c46c76662c8b42ffab4b4862,3.0,15.0,1049.0,3.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4585048.0
355884,376,06ab5d36e2e84520fa64b74c5733ec46a665bf4b79ac82335557e11b79bca158,2.0,17.0,90882.0,4.0,3.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,1936340.0
355549,376,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,13296.0
355431,376,234ab175df0d1ca4b021ee63c8da965e526eaeecba99658d6fb31121414ee5c6,3.0,9.0,24016.0,3.0,19.0,3.0,0.0,22.0,0.0,10.0,12.0,0.0,22.0,156635.0
355386,376,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,536992.0,5.0,8.0,2.0,7.0,3.0,0.0,9.0,1.0,1.0,9.0,13416.0
355548,376,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,11.0,3.0,0.0,14.0,0.0,6.0,8.0,0.0,14.0,11429.0
